"filename", "language", "TypeScript", "TypeScript React", "SCSS", "CSS", "GraphQL", "JSON", "comment", "blank", "total"
"/home/nsmyth/Dev/Alkemio/client-web/src/components/core/Markdown.tsx", "TypeScript React", 0, 8, 0, 0, 0, 0, 1, 4, 13
"/home/nsmyth/Dev/Alkemio/client-web/src/components/core/MultipleSelect.tsx", "TypeScript React", 0, 309, 0, 0, 0, 0, 3, 26, 338
"/home/nsmyth/Dev/Alkemio/client-web/src/components/core/RemoveModal.spec.tsx", "TypeScript React", 0, 50, 0, 0, 0, 0, 15, 17, 82
"/home/nsmyth/Dev/Alkemio/client-web/src/components/core/RemoveModal.tsx", "TypeScript React", 0, 27, 0, 0, 0, 0, 0, 4, 31
"/home/nsmyth/Dev/Alkemio/client-web/src/components/core/Required.tsx", "TypeScript React", 0, 4, 0, 0, 0, 0, 0, 2, 6
"/home/nsmyth/Dev/Alkemio/client-web/src/components/core/ScrollButton/ScrollButton.tsx", "TypeScript React", 0, 35, 0, 0, 0, 0, 0, 7, 42
"/home/nsmyth/Dev/Alkemio/client-web/src/components/core/Section.tsx", "TypeScript React", 0, 232, 0, 0, 0, 0, 0, 24, 256
"/home/nsmyth/Dev/Alkemio/client-web/src/components/core/Spacer.tsx", "TypeScript React", 0, 17, 0, 0, 0, 0, 0, 5, 22
"/home/nsmyth/Dev/Alkemio/client-web/src/components/core/Spinner.tsx", "TypeScript React", 0, 14, 0, 0, 0, 0, 1, 5, 20
"/home/nsmyth/Dev/Alkemio/client-web/src/components/core/Tag.spec.tsx", "TypeScript React", 0, 10, 0, 0, 0, 0, 3, 4, 17
"/home/nsmyth/Dev/Alkemio/client-web/src/components/core/Tag.tsx", "TypeScript React", 0, 53, 0, 0, 0, 0, 0, 6, 59
"/home/nsmyth/Dev/Alkemio/client-web/src/components/core/TagContainer.tsx", "TypeScript React", 0, 21, 0, 0, 0, 0, 0, 6, 27
"/home/nsmyth/Dev/Alkemio/client-web/src/components/core/TagsInput/TagsInput.tsx", "TypeScript React", 0, 42, 0, 0, 0, 0, 1, 5, 48
"/home/nsmyth/Dev/Alkemio/client-web/src/components/core/TextInput.spec.tsx", "TypeScript React", 0, 59, 0, 0, 0, 0, 19, 20, 98
"/home/nsmyth/Dev/Alkemio/client-web/src/components/core/TextInput.tsx", "TypeScript React", 0, 159, 0, 0, 0, 0, 0, 18, 177
"/home/nsmyth/Dev/Alkemio/client-web/src/components/core/Thumbnail.tsx", "TypeScript React", 0, 29, 0, 0, 0, 0, 0, 5, 34
"/home/nsmyth/Dev/Alkemio/client-web/src/components/core/Toolbar.spec.tsx", "TypeScript React", 0, 10, 0, 0, 0, 0, 3, 4, 17
"/home/nsmyth/Dev/Alkemio/client-web/src/components/core/Toolbar.tsx", "TypeScript React", 0, 48, 0, 0, 0, 0, 1, 6, 55
"/home/nsmyth/Dev/Alkemio/client-web/src/components/core/Typography.tsx", "TypeScript React", 0, 139, 0, 0, 0, 0, 1, 12, 152
"/home/nsmyth/Dev/Alkemio/client-web/src/components/core/UploadButton.tsx", "TypeScript React", 0, 30, 0, 0, 0, 0, 0, 7, 37
"/home/nsmyth/Dev/Alkemio/client-web/src/components/core/card-filter/CardFilter.tsx", "TypeScript React", 0, 66, 0, 0, 0, 0, 0, 9, 75
"/home/nsmyth/Dev/Alkemio/client-web/src/components/core/card-filter/filterFn.spec.ts", "TypeScript", 293, 0, 0, 0, 0, 0, 7, 5, 305
"/home/nsmyth/Dev/Alkemio/client-web/src/components/core/card-filter/filterFn.ts", "TypeScript", 42, 0, 0, 0, 0, 0, 1, 9, 52
"/home/nsmyth/Dev/Alkemio/client-web/src/components/core/card-filter/most-common-tags.spec.ts", "TypeScript", 33, 0, 0, 0, 0, 0, 4, 5, 42
"/home/nsmyth/Dev/Alkemio/client-web/src/components/core/card-filter/most-common-tags.ts", "TypeScript", 23, 0, 0, 0, 0, 0, 1, 5, 29
"/home/nsmyth/Dev/Alkemio/client-web/src/components/core/dialog/DialogActions.ts", "TypeScript", 10, 0, 0, 0, 0, 0, 0, 2, 12
"/home/nsmyth/Dev/Alkemio/client-web/src/components/core/dialog/DialogContent.ts", "TypeScript", 8, 0, 0, 0, 0, 0, 0, 2, 10
"/home/nsmyth/Dev/Alkemio/client-web/src/components/core/dialog/DialogTitle.tsx", "TypeScript React", 0, 38, 0, 0, 0, 0, 0, 4, 42
"/home/nsmyth/Dev/Alkemio/client-web/src/components/core/dialog/index.ts", "TypeScript", 4, 0, 0, 0, 0, 0, 0, 1, 5
"/home/nsmyth/Dev/Alkemio/client-web/src/components/core/index.tsx", "TypeScript React", 0, 3, 0, 0, 0, 0, 0, 1, 4
"/home/nsmyth/Dev/Alkemio/client-web/src/components/icons/FontDownloadIcon.tsx", "TypeScript React", 0, 10, 0, 0, 0, 0, 0, 2, 12
"/home/nsmyth/Dev/Alkemio/client-web/src/components/icons/FontDownloadOffIcon.tsx", "TypeScript React", 0, 10, 0, 0, 0, 0, 0, 2, 12
"/home/nsmyth/Dev/Alkemio/client-web/src/components/search/ChallengeSearchCard.tsx", "TypeScript React", 0, 38, 0, 0, 0, 0, 1, 6, 45
"/home/nsmyth/Dev/Alkemio/client-web/src/components/search/EntitySearchCardProps.ts", "TypeScript", 5, 0, 0, 0, 0, 0, 0, 1, 6
"/home/nsmyth/Dev/Alkemio/client-web/src/components/search/OpportunitySearchCard.tsx", "TypeScript React", 0, 38, 0, 0, 0, 0, 1, 6, 45
"/home/nsmyth/Dev/Alkemio/client-web/src/components/search/OrganizationSearchCard.tsx", "TypeScript React", 0, 110, 0, 0, 0, 0, 0, 8, 118
"/home/nsmyth/Dev/Alkemio/client-web/src/components/search/PopUp.tsx", "TypeScript React", 0, 111, 0, 0, 0, 0, 0, 7, 118
"/home/nsmyth/Dev/Alkemio/client-web/src/components/search/SearchCard.tsx", "TypeScript React", 0, 75, 0, 0, 0, 0, 0, 8, 83
"/home/nsmyth/Dev/Alkemio/client-web/src/components/search/UserCard.tsx", "TypeScript React", 0, 97, 0, 0, 0, 0, 0, 10, 107
"/home/nsmyth/Dev/Alkemio/client-web/src/components/search/index.ts", "TypeScript", 4, 0, 0, 0, 0, 0, 0, 1, 5
